city_development_index,relevent_experience,education_level,experience,last_new_job,target,training Impact
0.7759999999999999,1,2.0,0.0,1.0,0,34.144
0.754,0,2.0,0.0,0.0,1,101.036
0.923,0,2.0,0.0,5.0,1,22.152
0.926,0,2.0,0.0,1.0,1,85.19200000000001
0.899,1,2.0,0.0,2.0,0,99.789
0.92,1,2.0,0.0,5.0,0,34.96
0.579,0,2.0,0.0,0.0,1,27.212999999999997
0.698,1,2.0,0.0,4.0,0,21.637999999999998
0.802,1,2.0,0.0,1.0,0,68.17
0.754,0,2.0,0.0,1.0,1,90.48
0.893,1,2.0,0.0,1.0,0,11.609
0.926,1,2.0,0.0,2.0,0,71.302
0.802,1,2.0,0.0,5.0,0,60.150000000000006
0.884,1,2.0,0.0,1.0,0,22.1
0.92,1,2.0,0.0,5.0,1,18.400000000000002
0.855,1,2.0,0.0,1.0,0,70.11
0.92,0,2.0,0.0,3.0,1,163.76000000000002
0.899,1,2.0,0.0,5.0,0,13.485
0.92,0,2.0,0.0,0.0,0,13.8
0.624,1,2.0,0.0,1.0,1,3.7439999999999998
0.92,1,2.0,0.0,1.0,0,3.68
0.923,0,2.0,0.0,1.0,0,47.073
0.897,1,2.0,0.0,4.0,0,40.365
0.6890000000000001,1,2.0,0.0,2.0,0,68.9
0.624,1,2.0,0.0,1.0,1,17.472
0.92,0,2.0,0.0,1.0,1,79.12
0.92,1,2.0,0.0,1.0,0,123.28
0.92,1,2.0,0.0,1.0,0,20.240000000000002
0.91,1,2.0,0.0,5.0,1,182.0
0.855,0,2.0,0.0,2.0,0,50.445
0.92,1,2.0,0.0,5.0,0,39.56
0.698,1,2.0,0.0,2.0,0,17.45
0.884,1,2.0,0.0,5.0,0,34.476
0.8270000000000001,1,2.0,0.0,1.0,0,107.51
0.92,1,2.0,0.0,1.0,0,154.56
0.698,1,2.0,0.0,1.0,1,5.584
0.91,1,2.0,0.0,0.0,0,8.19
0.926,0,2.0,0.0,1.0,1,20.372
0.92,1,2.0,0.0,1.0,0,182.16
0.856,1,2.0,0.0,5.0,1,183.184
0.897,0,2.0,0.0,4.0,0,64.584
0.939,0,2.0,0.0,1.0,0,37.559999999999995
0.92,1,2.0,0.0,1.0,0,126.96000000000001
0.754,0,2.0,0.0,1.0,0,247.312
0.804,1,2.0,0.0,5.0,0,20.904
0.92,0,2.0,0.0,0.0,0,50.6
0.923,1,2.0,0.0,1.0,0,239.98000000000002
0.92,1,2.0,0.0,1.0,0,307.28000000000003
0.804,1,2.0,0.0,1.0,1,77.184
0.91,1,2.0,0.0,1.0,0,134.68
0.91,0,2.0,0.0,2.0,0,200.20000000000002
0.624,1,2.0,0.0,2.0,0,10.608
0.91,1,2.0,0.0,2.0,0,92.82000000000001
0.926,0,2.0,0.0,4.0,1,37.04
0.92,1,2.0,0.0,5.0,0,34.04
0.913,1,2.0,0.0,1.0,0,59.345
0.698,1,2.0,0.0,5.0,0,6.282
0.923,1,2.0,0.0,4.0,0,23.998
0.884,1,2.0,0.0,2.0,0,36.244
0.8270000000000001,1,2.0,0.0,1.0,0,90.143
0.855,1,2.0,0.0,2.0,1,29.07
0.855,1,2.0,0.0,1.0,0,15.39
0.624,1,2.0,0.0,1.0,0,66.144
0.92,1,2.0,0.0,5.0,0,72.68
0.899,0,2.0,0.0,2.0,0,52.142
0.762,0,2.0,0.0,5.0,1,92.964
0.767,0,2.0,0.0,0.0,1,128.856
0.92,0,2.0,0.0,5.0,0,108.56
0.92,1,2.0,0.0,1.0,0,51.52
0.698,1,2.0,0.0,2.0,0,50.256
0.92,1,2.0,0.0,4.0,0,86.48
0.698,1,2.0,0.0,1.0,1,33.504
0.92,1,2.0,0.0,5.0,0,89.24000000000001
0.884,0,2.0,0.0,5.0,0,116.688
0.527,0,2.0,0.0,1.0,1,7.378
0.624,1,2.0,0.0,2.0,1,204.672
0.91,1,2.0,0.0,1.0,0,154.70000000000002
0.893,1,2.0,0.0,2.0,0,30.362000000000002
0.949,0,2.0,0.0,0.0,0,11.388
0.624,1,2.0,0.0,2.0,0,41.184
0.92,1,2.0,0.0,5.0,0,41.4
0.924,0,2.0,0.0,0.0,0,225.45600000000002
0.92,1,2.0,0.0,1.0,0,52.440000000000005
0.698,0,2.0,0.0,1.0,0,118.66
0.855,0,2.0,0.0,2.0,0,21.375
0.91,0,2.0,0.0,0.0,0,128.31
0.897,1,2.0,0.0,1.0,0,16.146
0.624,0,2.0,0.0,2.0,0,22.464
0.804,1,2.0,0.0,5.0,0,73.968
0.624,1,2.0,0.0,5.0,0,12.48
0.926,0,2.0,0.0,1.0,0,73.15400000000001
0.91,0,2.0,0.0,2.0,0,16.38
0.92,1,2.0,0.0,5.0,0,47.84
0.926,1,2.0,0.0,5.0,0,109.268
0.923,1,2.0,0.0,1.0,0,15.691
0.939,1,2.0,0.0,5.0,0,60.096
0.926,1,2.0,0.0,1.0,0,46.300000000000004
0.55,1,2.0,0.0,5.0,0,58.85
0.624,1,2.0,0.0,0.0,0,16.224
0.6659999999999999,0,2.0,0.0,1.0,1,25.307999999999996
0.624,0,2.0,0.0,0.0,1,63.648
0.92,1,2.0,0.0,1.0,0,20.240000000000002
0.92,1,2.0,0.0,2.0,0,130.64000000000001
0.754,1,2.0,0.0,1.0,0,36.946
0.624,1,2.0,0.0,4.0,1,89.856
0.6890000000000001,0,2.0,0.0,0.0,1,13.780000000000001
0.742,1,2.0,0.0,1.0,0,22.259999999999998
0.91,1,2.0,0.0,5.0,0,23.66
0.92,1,2.0,0.0,1.0,1,58.88
0.855,1,2.0,0.0,2.0,0,6.84
0.92,1,2.0,0.0,5.0,0,215.28
0.92,1,2.0,0.0,1.0,1,39.56
0.897,1,2.0,0.0,3.0,0,35.88
0.74,1,2.0,0.0,5.0,0,179.07999999999998
0.4479999999999999,1,2.0,0.0,1.0,1,8.063999999999998
0.939,1,2.0,0.0,5.0,0,26.291999999999998
0.698,1,2.0,0.0,1.0,0,5.584
0.925,1,2.0,0.0,1.0,0,31.450000000000003
0.939,1,2.0,0.0,3.0,0,26.291999999999998
0.624,1,2.0,0.0,4.0,1,7.4879999999999995
0.878,1,2.0,0.0,1.0,0,282.716
0.92,0,2.0,0.0,1.0,0,39.56
0.939,0,2.0,0.0,0.0,0,191.55599999999998
0.92,1,2.0,0.0,3.0,1,47.84
0.884,1,2.0,0.0,5.0,1,16.796
0.92,1,2.0,0.0,1.0,0,10.120000000000001
0.92,1,2.0,0.0,5.0,0,8.280000000000001
0.624,0,2.0,0.0,0.0,1,20.592
0.794,1,2.0,0.0,1.0,0,79.4
0.866,1,2.0,0.0,2.0,0,249.408
0.92,1,2.0,0.0,5.0,1,37.72
0.738,1,2.0,0.0,4.0,1,67.158
0.855,1,2.0,0.0,1.0,0,20.52
0.92,1,2.0,0.0,2.0,0,7.36
0.926,1,2.0,0.0,1.0,0,84.266
0.924,0,2.0,0.0,1.0,0,13.860000000000001
0.624,1,2.0,0.0,1.0,0,76.752
0.897,1,2.0,0.0,1.0,0,75.348
0.698,1,2.0,0.0,5.0,0,10.469999999999999
0.887,0,2.0,0.0,1.0,0,10.644
0.92,1,2.0,0.0,5.0,0,52.440000000000005
0.92,0,2.0,0.0,1.0,1,96.60000000000001
0.89,1,2.0,0.0,1.0,0,42.72
0.769,1,2.0,0.0,1.0,0,38.45
0.92,1,2.0,0.0,5.0,0,6.44
0.698,1,2.0,0.0,5.0,1,20.241999999999997
0.939,1,2.0,0.0,5.0,0,114.55799999999999
0.624,1,2.0,0.0,2.1882634428913237,1,22.464
0.92,0,2.0,0.0,0.0,0,67.16
0.647,1,2.0,0.0,5.0,0,71.17
0.91,1,2.0,0.0,5.0,0,118.3
0.913,1,2.0,0.0,1.0,0,52.954
0.624,0,2.0,0.0,0.0,1,38.064
0.91,1,2.0,0.0,2.0,0,71.89
0.624,1,2.0,0.0,2.0,0,10.608
0.897,1,2.0,0.0,1.0,0,26.013
0.855,1,2.0,0.0,3.0,0,48.735
0.893,1,2.0,0.0,1.0,0,37.506
0.91,1,2.0,0.0,1.0,0,12.74
0.624,1,2.0,0.0,1.0,1,55.536
0.923,1,2.0,0.0,2.0,0,15.691
0.624,1,2.0,0.0,5.0,0,14.352
0.92,0,2.0,0.0,1.0,0,23.0
0.624,1,2.0,0.0,1.0,0,96.096
0.579,0,2.0,0.0,1.0,0,78.16499999999999
0.926,1,2.0,0.0,3.0,1,10.186
0.91,1,2.0,0.0,2.0,0,18.2
0.92,1,2.0,0.0,0.0,1,44.160000000000004
0.92,0,2.0,0.0,0.0,0,83.72
0.762,0,2.0,0.0,1.0,0,27.432000000000002
0.866,1,2.0,0.0,1.0,1,39.836
0.92,1,2.0,0.0,2.0,0,33.120000000000005
0.7759999999999999,1,2.0,0.0,2.0,0,19.4
0.91,1,2.0,0.0,1.0,0,36.4
0.92,1,2.0,0.0,1.0,0,27.6
0.691,1,2.0,0.0,1.0,0,44.224
0.6659999999999999,1,2.0,0.0,2.0,1,9.989999999999998
0.6659999999999999,1,2.0,0.0,1.0,0,63.93599999999999
0.897,1,2.0,0.0,1.0,0,68.172
0.92,1,2.0,0.0,1.0,0,35.88
0.92,0,2.0,0.0,1.0,0,66.24000000000001
0.92,0,2.0,0.0,0.0,0,103.04
0.923,0,2.0,0.0,1.0,0,96.915
0.926,1,2.0,0.0,5.0,0,2.778
0.92,1,2.0,0.0,4.0,0,101.2
0.624,1,2.0,0.0,0.0,1,52.416
0.836,0,2.0,0.0,1.0,0,18.392
0.92,1,2.0,0.0,5.0,0,15.64
0.913,1,2.0,0.0,0.0,0,38.346000000000004
0.92,1,2.0,0.0,2.0,0,92.0
0.895,0,2.0,0.0,4.0,0,28.64
0.795,1,2.0,0.0,1.0,0,38.955000000000005
0.722,1,2.0,0.0,1.0,0,233.928
0.682,0,2.0,0.0,1.0,1,14.322000000000001
0.555,1,2.0,0.0,1.0,0,16.095000000000002
0.926,1,2.0,0.0,5.0,0,23.150000000000002
0.855,0,2.0,0.0,2.0,0,82.08
0.92,1,2.0,0.0,2.0,0,11.96
0.92,0,2.0,0.0,1.0,0,31.28
0.91,0,2.0,0.0,1.0,0,40.04
0.92,1,2.0,0.0,5.0,0,33.120000000000005
0.897,0,2.0,0.0,1.0,1,40.365
0.91,1,2.0,0.0,4.0,0,45.5
0.624,1,2.0,0.0,1.0,0,13.104
0.915,1,2.0,0.0,3.0,0,37.515
0.92,1,2.0,0.0,5.0,0,76.36
0.754,0,2.0,0.0,4.0,1,32.422
0.92,1,2.0,0.0,1.0,0,15.64
0.92,0,2.0,0.0,1.0,1,29.44
0.624,1,2.0,0.0,1.0,1,37.44
0.698,0,2.0,0.0,1.0,0,46.766
0.91,1,2.0,0.0,5.0,0,13.65
0.887,0,2.0,0.0,0.0,1,37.254
0.926,1,2.0,0.0,5.0,0,50.004000000000005
0.91,0,2.0,0.0,1.0,0,32.76
0.624,1,2.0,0.0,1.0,0,13.728
0.624,0,2.0,0.0,0.0,1,15.6
0.624,1,2.0,0.0,2.1882634428913237,0,16.848
0.624,1,2.0,0.0,1.0,1,29.328
0.913,0,2.0,0.0,0.0,1,27.39
0.8270000000000001,1,2.0,0.0,1.0,0,68.641
0.624,1,2.0,0.0,2.0,1,66.144
0.923,1,2.0,0.0,1.0,0,175.37
0.92,1,2.0,0.0,2.0,0,6.44
0.698,1,2.0,0.0,1.0,0,18.148
0.926,1,2.0,0.0,1.0,0,79.63600000000001
0.926,1,2.0,0.0,5.0,0,150.93800000000002
0.92,1,2.0,0.0,1.0,0,235.52
0.754,1,2.0,0.0,2.0,0,24.128
0.899,1,2.0,0.0,5.0,0,6.293
0.92,1,2.0,0.0,1.0,1,163.76000000000002
0.926,1,2.0,0.0,1.0,0,25.928
0.624,1,2.0,0.0,1.0,0,123.552
0.836,1,2.0,0.0,5.0,0,20.064
0.789,0,2.0,0.0,1.0,0,27.615000000000002
0.579,1,2.0,0.0,1.0,1,42.846
0.926,0,2.0,0.0,1.0,1,15.742
0.926,0,2.0,0.0,2.0,0,12.038
0.926,1,2.0,0.0,1.0,0,37.966
0.92,1,2.0,0.0,2.0,0,80.96000000000001
0.91,0,2.0,0.0,1.0,0,51.870000000000005
0.74,1,2.0,0.0,1.0,0,2.2199999999999998
0.924,1,2.0,0.0,1.0,0,11.088000000000001
0.624,0,2.0,0.0,1.0,0,13.728
0.92,1,2.0,0.0,3.0,0,47.84
0.92,0,2.0,0.0,3.0,1,13.8
0.913,1,2.0,0.0,2.0,0,16.434
0.92,0,2.0,0.0,3.0,1,23.92
0.624,1,2.0,0.0,1.0,1,63.648
0.743,0,2.0,0.0,2.0,0,2.972
0.887,0,2.0,0.0,1.0,0,17.740000000000002
0.698,1,2.0,0.0,1.0,0,27.919999999999998
0.754,1,2.0,0.0,1.0,0,16.588
0.624,0,2.0,0.0,1.0,1,4.992
0.92,1,2.0,0.0,1.0,0,90.16000000000001
0.698,0,2.0,0.0,2.0,1,37.692
0.923,1,2.0,0.0,0.0,0,142.142
0.92,1,2.0,0.0,2.0,0,167.44
0.92,0,2.0,0.0,1.0,0,63.480000000000004
0.555,1,2.0,0.0,5.0,0,47.175000000000004
0.698,1,2.0,0.0,1.0,1,57.934
0.91,0,2.0,0.0,1.0,0,45.5
0.926,1,2.0,0.0,2.1882634428913237,0,11.112
0.866,1,2.0,0.0,1.0,0,126.43599999999999
0.923,1,2.0,0.0,4.0,0,16.614
0.727,1,2.0,0.0,1.0,1,29.08
0.624,0,2.0,0.0,0.0,1,34.944
0.899,1,2.0,0.0,1.0,0,120.46600000000001
0.92,1,2.0,0.0,5.0,0,100.28
0.91,1,2.0,0.0,1.0,0,25.48
0.847,0,2.0,0.0,3.0,0,164.31799999999998
0.804,1,2.0,0.0,2.0,0,71.556
0.89,1,2.0,0.0,1.0,0,101.46000000000001
0.92,1,2.0,0.0,5.0,0,123.28
0.913,1,2.0,0.0,1.0,0,2.739
0.92,1,2.0,0.0,2.0,0,36.800000000000004
0.698,1,2.0,0.0,2.1882634428913237,0,32.806
0.92,1,2.0,0.0,1.0,0,60.720000000000006
0.855,1,2.0,0.0,2.0,0,87.21
0.698,1,2.0,0.0,1.0,0,67.008
0.624,1,2.0,0.0,1.0,1,16.224
0.624,0,2.0,0.0,0.0,0,190.944
0.939,1,2.0,0.0,4.0,1,180.28799999999998
0.939,0,2.0,0.0,1.0,0,50.705999999999996
0.624,1,2.0,0.0,4.0,1,57.408
0.698,1,2.0,0.0,5.0,1,108.19
0.92,0,2.0,0.0,5.0,0,3.68
0.92,1,2.0,0.0,5.0,0,163.76000000000002
0.913,1,2.0,0.0,0.0,0,13.695
0.897,1,2.0,0.0,3.0,0,30.498
0.878,1,2.0,0.0,1.0,0,26.34
0.915,1,2.0,0.0,2.0,1,42.09
0.92,1,2.0,0.0,0.0,0,152.72
0.939,1,2.0,0.0,1.0,0,34.742999999999995
0.926,0,2.0,0.0,4.0,1,100.00800000000001
0.926,1,2.0,0.0,3.0,0,53.708000000000006
0.855,0,2.0,0.0,2.0,1,13.68
0.897,0,2.0,0.0,0.0,0,53.82
0.802,0,2.0,0.0,0.0,0,81.804
0.92,1,2.0,0.0,5.0,0,58.88
0.926,1,2.0,0.0,2.0,0,168.532
0.924,1,2.0,0.0,3.0,0,69.3
0.924,1,2.0,0.0,4.0,0,16.632
0.92,1,2.0,0.0,1.0,0,7.36
0.926,0,2.0,2.0,2.1882634428913237,0,59.264
0.804,1,2.0,0.0,4.0,0,168.84
0.92,0,2.0,0.0,0.0,0,44.160000000000004
0.92,1,2.0,0.0,5.0,0,9.200000000000001
0.794,1,2.0,0.0,2.0,0,8.734
0.92,0,2.0,0.0,1.0,1,43.24
0.893,0,2.0,0.0,2.0,0,41.971000000000004
0.939,1,2.0,0.0,1.0,0,63.852
0.903,1,2.0,0.0,1.0,0,72.24000000000001
0.92,1,2.0,0.0,2.0,0,68.08
0.926,1,2.0,0.0,1.0,0,12.038
0.926,0,2.0,0.0,0.0,0,75.006
0.8959999999999999,0,2.0,0.0,0.0,1,32.256
0.926,1,2.0,0.0,2.0,0,118.528
0.624,1,2.0,0.0,3.0,0,36.192
0.802,1,2.0,0.0,2.0,0,40.902
0.855,1,2.0,0.0,0.0,0,88.92
0.767,0,2.0,0.0,1.0,0,32.981
0.92,1,2.0,0.0,5.0,0,3.68
0.55,1,2.0,0.0,0.0,1,27.500000000000004
0.92,1,2.0,0.0,2.0,0,169.28
0.6659999999999999,1,2.0,0.0,3.0,1,171.82799999999997
0.92,1,2.0,0.0,2.0,0,16.560000000000002
0.926,0,2.0,0.0,2.0,0,19.446
0.754,0,2.0,0.0,2.0,0,30.914
0.8959999999999999,1,2.0,0.0,3.0,0,17.919999999999998
0.92,1,2.0,0.0,4.0,0,15.64
0.92,0,2.0,0.0,1.0,1,117.76
0.555,1,2.0,0.0,0.0,1,13.32
0.92,0,2.0,0.0,2.1882634428913237,0,165.6
0.939,1,2.0,0.0,2.0,0,63.852
0.92,1,2.0,0.0,1.0,1,46.92
0.897,1,2.0,0.0,5.0,0,252.954
0.55,1,2.0,0.0,1.0,0,12.100000000000001
0.91,0,2.0,0.0,0.0,0,73.71000000000001
0.624,1,2.0,0.0,1.0,0,49.92
0.802,0,2.0,4.0,2.1882634428913237,0,18.446
0.479,1,2.0,0.0,5.0,1,37.841
0.92,0,2.0,0.0,2.0,0,76.36
0.775,1,2.0,0.0,5.0,1,10.85
0.884,1,2.0,0.0,4.0,1,44.2
0.738,0,2.0,0.0,0.0,1,50.184
0.92,0,2.0,0.0,1.0,1,103.04
0.887,1,2.0,0.0,4.0,1,113.536
0.701,1,2.0,0.0,3.0,0,7.710999999999999
0.887,0,2.0,0.0,2.0,0,59.429
0.91,1,2.0,0.0,0.0,0,56.42
0.92,1,2.0,0.0,5.0,0,246.56
0.624,1,2.0,0.0,1.0,1,16.224
0.92,0,2.0,0.0,1.0,0,40.480000000000004
0.92,1,2.0,0.0,1.0,0,79.12
0.91,1,2.0,0.0,5.0,0,41.86
0.579,0,2.0,2.0,2.1882634428913237,1,103.062
0.92,1,2.0,0.0,1.0,0,45.080000000000005
0.897,1,2.0,0.0,1.0,0,13.455
0.926,1,2.0,0.0,2.1882634428913237,0,2.778
0.7390000000000001,0,2.0,0.0,0.0,0,21.431000000000004
0.624,1,2.0,0.0,1.0,1,4.992
0.887,0,2.0,0.0,1.0,0,39.028
0.624,1,2.0,0.0,1.0,1,16.848
0.624,1,2.0,0.0,2.1882634428913237,0,19.968
0.926,1,2.0,0.0,5.0,0,21.298000000000002
0.6659999999999999,1,2.0,0.0,5.0,0,1.3319999999999999
0.926,1,2.0,0.0,2.0,0,8.334
0.624,1,2.0,0.0,3.0,1,54.288
0.925,1,2.0,0.0,2.0,0,12.025
0.91,1,2.0,0.0,1.0,0,69.16
0.92,1,2.0,0.0,1.0,1,16.560000000000002
0.92,1,2.0,0.0,1.0,0,48.760000000000005
0.92,1,2.0,0.0,5.0,0,10.120000000000001
0.92,1,2.0,0.0,2.0,0,41.4
0.6659999999999999,1,2.0,0.0,2.0,0,3.3299999999999996
0.754,1,2.0,0.0,1.0,0,67.86
0.92,1,2.0,0.0,2.0,0,3.68
0.92,1,2.0,0.0,3.0,0,9.200000000000001
0.899,1,2.0,0.0,1.0,0,73.718
0.887,0,2.0,0.0,5.0,0,23.062
0.91,0,2.0,0.0,0.0,1,19.11
0.624,1,2.0,0.0,1.0,1,66.768
0.698,1,2.0,0.0,2.0,1,20.241999999999997
0.866,0,2.0,0.0,0.0,0,57.156
0.624,0,2.0,0.0,0.0,1,26.208
0.7659999999999999,1,2.0,0.0,1.0,0,49.023999999999994
0.949,1,2.0,0.0,1.0,0,57.888999999999996
0.893,1,2.0,0.0,5.0,0,9.823
0.92,1,2.0,0.0,3.0,1,204.24
0.92,0,2.0,0.0,0.0,1,76.36
0.754,0,2.0,0.0,0.0,1,14.326
0.698,0,2.0,0.0,1.0,0,67.70599999999999
0.624,1,2.0,0.0,5.0,1,22.464
0.924,1,2.0,0.0,1.0,0,63.756
0.527,0,2.0,0.0,2.0,1,30.039
0.92,1,2.0,0.0,5.0,0,152.72
0.939,1,2.0,0.0,5.0,0,212.214
0.92,1,2.0,0.0,5.0,0,42.32
0.92,1,2.0,0.0,0.0,0,38.64
0.698,1,2.0,0.0,1.0,0,48.86
0.698,0,2.0,0.0,1.0,1,71.196
0.624,1,2.0,0.0,0.0,1,41.808
0.92,1,2.0,0.0,0.0,0,178.48000000000002
0.518,1,2.0,0.0,2.0,1,7.252000000000001
0.754,1,2.0,0.0,0.0,0,9.048
0.924,1,2.0,0.0,5.0,0,92.4
0.939,1,2.0,0.0,5.0,0,38.498999999999995
0.624,1,2.0,0.0,1.0,0,34.944
0.91,0,2.0,0.0,1.0,0,137.41
0.926,0,2.0,0.0,2.0,0,39.818000000000005
0.92,0,2.0,0.0,1.0,0,36.800000000000004
0.91,1,2.0,0.0,3.0,0,38.22
0.624,0,2.0,0.0,0.0,1,43.68
0.5579999999999999,1,2.0,0.0,4.0,1,19.529999999999998
0.91,1,2.0,0.0,1.0,0,41.86
0.92,1,2.0,0.0,2.0,0,137.08
0.926,1,2.0,0.0,1.0,0,9.26
0.92,1,2.0,0.0,5.0,0,80.96000000000001
0.843,1,2.0,0.0,1.0,0,0.843
0.8959999999999999,1,2.0,0.0,2.0,0,7.167999999999999
0.92,1,2.0,0.0,2.0,0,21.16
0.55,0,2.0,0.0,0.0,1,39.6
0.865,1,2.0,0.0,3.0,0,43.25
0.91,1,2.0,0.0,1.0,0,105.56
0.624,0,2.0,0.0,0.0,0,8.736
0.767,1,2.0,0.0,1.0,0,42.185
0.624,1,2.0,0.0,0.0,1,33.072
0.624,0,2.0,0.0,1.0,0,19.968
0.91,1,2.0,0.0,1.0,0,85.54
0.624,0,2.0,0.0,0.0,1,103.584
0.579,1,2.0,0.0,1.0,1,32.424
0.897,0,2.0,0.0,1.0,0,27.807000000000002
0.624,1,2.0,0.0,2.1882634428913237,1,7.4879999999999995
0.624,1,2.0,0.0,0.0,1,17.472
0.92,1,2.0,0.0,1.0,0,57.04
0.624,1,2.0,0.0,1.0,0,78.624
0.55,1,2.0,0.0,3.0,1,90.75000000000001
0.92,1,2.0,0.0,5.0,0,72.68
0.624,1,2.0,0.0,5.0,1,16.224
0.91,0,2.0,0.0,1.0,0,12.74
0.91,1,2.0,0.0,1.0,0,131.04
0.924,0,2.0,0.0,2.0,0,107.18400000000001
0.92,1,2.0,0.0,4.0,1,12.88
0.926,0,2.0,0.0,1.0,0,42.596000000000004
0.92,0,2.0,0.0,0.0,0,26.68
0.624,1,2.0,0.0,0.0,1,6.864
0.939,0,2.0,0.0,2.0,0,53.522999999999996
0.92,1,2.0,0.0,1.0,0,93.84
0.624,1,2.0,0.0,1.0,0,26.832
0.92,0,2.0,0.0,5.0,0,23.0
0.624,1,2.0,0.0,2.0,0,23.712
0.92,1,2.0,0.0,1.0,0,165.6
0.92,0,2.0,0.0,1.0,1,11.96
0.91,0,2.0,0.0,5.0,0,21.84
0.855,1,2.0,0.0,1.0,0,35.91
0.855,1,2.0,0.0,1.0,0,20.52
0.924,1,2.0,0.0,1.0,0,55.440000000000005
0.923,1,2.0,0.0,1.0,0,208.598
0.855,1,2.0,0.0,5.0,0,56.43
0.92,0,2.0,0.0,1.0,1,4.6000000000000005
0.897,1,2.0,0.0,3.0,0,50.232
0.624,1,2.0,0.0,2.0,0,10.608
0.92,1,2.0,0.0,1.0,0,60.720000000000006
0.804,1,2.0,0.0,1.0,0,24.924000000000003
0.92,0,2.0,0.0,2.0,0,12.88
0.92,1,2.0,0.0,4.0,0,25.76
0.893,1,2.0,0.0,1.0,0,16.967
0.624,1,2.0,0.0,3.0,1,138.528
0.92,1,2.0,0.0,0.0,0,60.720000000000006
0.91,1,2.0,0.0,1.0,0,5.46
0.926,1,2.0,0.0,1.0,0,42.596000000000004
0.92,1,2.0,0.0,5.0,0,57.04
0.926,0,2.0,0.0,5.0,0,5.556
0.89,1,2.0,0.0,5.0,0,71.2
0.802,1,2.0,0.0,1.0,1,38.496
0.926,0,2.0,0.0,2.0,0,25.928
0.939,1,2.0,0.0,1.0,0,124.88699999999999
0.92,1,2.0,0.0,1.0,0,71.76
0.722,1,2.0,0.0,1.0,0,34.656
0.624,1,2.0,0.0,1.0,1,4.368
0.92,0,2.0,0.0,1.0,0,73.60000000000001
0.68,1,2.0,0.0,2.0,0,30.6
0.91,1,2.0,0.0,4.0,1,17.29
0.804,1,2.0,0.0,1.0,0,88.44000000000001
0.926,1,2.0,0.0,1.0,0,52.782000000000004
0.92,0,2.0,0.0,0.0,0,19.32
0.92,1,2.0,0.0,1.0,0,27.6
0.926,1,2.0,0.0,1.0,0,53.708000000000006
0.92,0,2.0,0.0,5.0,0,95.68
0.926,0,2.0,0.0,1.0,0,56.486000000000004
0.624,1,2.0,0.0,0.0,1,8.736
0.91,1,2.0,0.0,1.0,0,112.84
0.698,1,2.0,0.0,5.0,0,11.866
0.878,1,2.0,0.0,2.0,0,43.9
0.92,1,2.0,0.0,5.0,1,44.160000000000004
0.92,1,2.0,0.0,5.0,0,51.52
0.527,0,2.0,0.0,1.0,0,122.26400000000001
0.897,1,2.0,0.0,2.1882634428913237,0,134.55
0.624,0,2.0,0.0,1.0,0,19.344
0.92,1,2.0,0.0,1.0,1,80.96000000000001
0.738,1,2.0,0.0,5.0,0,13.283999999999999
0.92,0,2.0,0.0,5.0,0,9.200000000000001
0.865,1,2.0,0.0,1.0,0,33.735
0.91,0,2.0,0.0,0.0,0,96.46000000000001
0.926,1,2.0,0.0,5.0,0,198.16400000000002
0.92,1,2.0,0.0,2.0,0,3.68
0.897,1,2.0,0.0,1.0,0,41.262
0.727,1,2.0,0.0,2.0,0,39.985
0.92,1,2.0,0.0,1.0,1,18.400000000000002
0.855,1,2.0,0.0,2.0,0,23.085
0.8959999999999999,1,2.0,0.0,1.0,0,68.09599999999999
0.754,0,2.0,0.0,1.0,1,42.978
0.6890000000000001,0,2.0,0.0,1.0,0,23.426000000000002
0.926,0,2.0,0.0,2.0,1,30.558
0.897,1,2.0,0.0,2.0,0,20.631
0.92,0,2.0,0.0,2.0,0,97.52000000000001
0.92,1,2.0,0.0,1.0,1,79.12
0.579,1,2.0,0.0,1.0,0,27.212999999999997
0.92,1,2.0,0.0,1.0,0,51.52
0.924,1,2.0,0.0,5.0,0,134.904
0.92,1,2.0,0.0,1.0,0,66.24000000000001
0.847,1,2.0,0.0,5.0,0,29.645
0.8270000000000001,1,2.0,0.0,1.0,0,24.810000000000002
0.624,0,2.0,0.0,1.0,1,93.6
0.8959999999999999,1,2.0,0.0,2.0,0,28.671999999999997
0.926,0,2.0,0.0,1.0,0,21.298000000000002
0.804,1,2.0,0.0,0.0,0,3.216
0.92,1,2.0,0.0,5.0,0,36.800000000000004
0.691,1,2.0,0.0,1.0,1,41.459999999999994
0.624,0,2.0,0.0,0.0,0,8.112
0.624,0,2.0,0.0,5.0,0,12.48
0.924,1,2.0,0.0,1.0,0,9.24
0.926,0,2.0,0.0,5.0,0,55.56
0.915,1,2.0,0.0,1.0,0,4.575
0.624,1,2.0,0.0,1.0,0,83.616
0.91,0,2.0,0.0,1.0,0,134.68
0.926,1,2.0,0.0,4.0,0,64.82000000000001
0.843,1,2.0,0.0,4.0,1,37.092
0.926,1,2.0,0.0,2.1882634428913237,0,47.226
0.884,1,2.0,0.0,3.0,0,32.708
0.92,1,2.0,0.0,4.0,1,29.44
0.691,0,2.0,0.0,4.0,0,2.764
0.624,1,2.0,0.0,1.0,0,13.104
0.624,1,2.0,0.0,1.0,1,49.92
0.92,1,2.0,0.0,1.0,0,25.76
0.926,1,2.0,0.0,1.0,0,37.966
0.855,1,2.0,0.0,3.0,0,135.09
